Date	View_count	View_unique	Clone_count	Clone_unique
2017-05-14	1	1	0	0
2017-05-15	27	6	0	0
2017-05-16	35	3	0	0
2017-05-17	12	8	0	0
2017-05-18	7	6	0	0
2017-05-19	4	3	0	0
2017-05-20	2	2	0	0
2017-05-22	2	2	0	0
2017-05-23	3	2	0	0
2017-05-24	3	1	0	0
2017-05-26	3	3	0	0
2017-05-27	4	2	0	0
2017-05-28	1	1	0	0
2017-05-29	4	2	0	0
2017-05-30	3	2	0	0
2017-05-31	10	7	1	1
2017-06-01	22	7	0	0
2017-06-02	9	4	0	0
2017-06-03	1	1	0	0
2017-06-04	2	2	0	0
2017-06-05	2	1	0	0
2017-06-06	2	2	0	0
2017-06-07	6	3	0	0
2017-06-08	1	1	0	0
2017-06-09	2	2	0	0
2017-06-10	6	1	0	0
2017-06-12	25	2	0	0
2017-06-13	1	1	0	0
2017-06-14	7	3	0	0
2017-06-15	6	2	1	1
2017-06-16	5	3	0	0
2017-06-17	1	1	0	0
2017-06-19	5	3	0	0
2017-06-20	2	2	0	0
2017-06-21	6	4	0	0
2017-06-22	6	4	0	0
2017-06-23	27	11	0	0
2017-06-24	12	4	0	0
2017-06-26	11	6	0	0
2017-06-27	5	5	0	0
2017-06-28	28	4	1	1
2017-06-29	3	2	0	0
2017-06-30	3	1	0	0
2017-07-01	1	1	0	0
2017-07-03	8	2	0	0
2017-07-04	2	2	0	0
2017-07-05	2	2	0	0
2017-07-06	8	2	0	0
2017-07-07	8	5	0	0
2017-07-08	1	1	0	0
2017-07-09	2	2	0	0
2017-07-10	3	1	0	0
2017-07-11	3	3	0	0
2017-07-12	1	1	0	0
2017-07-13	1	1	0	0
2017-07-14	1	1	0	0
2017-07-16	6	2	0	0
2017-07-17	1	1	0	0
2017-07-18	9	2	0	0
2017-07-19	23	9	0	0
2017-07-20	20	5	0	0
2017-07-21	1	1	0	0
2017-07-22	3	2	0	0
2017-07-23	8	3	0	0
2017-07-24	4	4	0	0
2017-07-25	7	5	0	0
2017-07-26	2	2	0	0
2017-07-27	8	4	0	0
2017-07-28	7	3	0	0
2017-07-29	5	2	0	0
2017-07-30	1	1	0	0
2017-07-31	9	4	0	0
2017-08-01	4	3	0	0
2017-08-02	4	3	0	0
2017-08-03	9	4	0	0
2017-08-04	6	5	0	0
2017-08-05	3	3	0	0
2017-08-06	18	3	1	1
2017-08-07	1	1	0	0
2017-08-08	2	1	0	0
2017-08-09	8	1	0	0
2017-08-10	1	1	0	0
2017-08-11	2	2	0	0
2017-08-12	5	1	0	0
2017-08-14	4	4	0	0
2017-08-15	10	5	0	0
2017-08-16	4	4	1	1
2017-08-17	1	1	1	1
2017-08-18	1	1	0	0
2017-08-19	3	1	0	0
2017-08-20	5	2	0	0
2017-08-21	7	3	0	0
2017-08-22	16	7	1	1
2017-08-23	0	0	1	1
2017-08-24	12	4	0	0
2017-08-25	4	2	0	0
2017-08-26	5	3	0	0
2017-08-28	3	3	0	0
2017-08-29	1	1	0	0
2017-08-30	2	2	0	0
2017-08-31	8	2	0	0
2017-09-01	2	2	0	0
2017-09-02	7	3	0	0
2017-09-04	1	1	0	0
2017-09-05	4	2	0	0
2017-09-06	1	1	0	0
2017-09-07	20	4	0	0
2017-09-08	2	2	2	2
2017-09-09	1	1	0	0
2017-09-10	7	2	0	0
2017-09-11	5	1	0	0
2017-09-12	1	1	0	0
2017-09-13	2	2	0	0
2017-09-14	1	1	0	0
2017-09-15	4	3	0	0
2017-09-16	18	2	0	0
2017-09-17	1	1	0	0
2017-09-18	3	1	0	0
2017-09-19	4	4	0	0
2017-09-20	1	1	0	0
2017-09-21	10	2	0	0
2017-09-24	2	1	0	0
2017-09-26	6	2	0	0
2017-09-27	3	1	0	0
2017-10-01	1	1	0	0
2017-10-02	2	2	0	0
2017-10-03	9	3	0	0
2017-10-04	14	4	0	0
2017-10-05	5	2	0	0
2017-10-06	1	1	0	0
2017-10-07	1	1	0	0
2017-10-08	1	1	0	0
2017-10-09	1	1	0	0
2017-10-10	1	1	1	1
2017-10-11	2	2	0	0
2017-10-12	1	1	0	0
2017-10-17	2	2	0	0
2017-10-18	1	1	0	0
2017-10-19	9	2	0	0
2017-10-20	2	1	0	0
2017-10-21	2	1	0	0
2017-10-22	1	1	0	0
2017-10-25	1	1	0	0
2017-10-26	2	1	0	0
2017-10-30	1	1	0	0
2017-10-31	1	1	0	0
2017-11-02	1	1	0	0
2017-11-04	1	1	0	0
2017-11-06	1	1	0	0
2017-11-07	4	3	0	0
2017-11-08	2	1	0	0
2017-11-10	0	0	1	1
2017-11-12	0	0	1	1
2017-11-13	2	2	0	0
2017-11-15	8	1	0	0
2017-11-18	1	1	0	0
2017-11-24	2	1	0	0
2017-11-27	1	1	0	0
2017-11-28	1	1	0	0
2017-11-30	0	0	1	1
2017-12-02	1	1	0	0
2017-12-04	2	2	0	0
2017-12-05	2	2	0	0
2017-12-07	4	2	0	0
2017-12-11	0	0	1	1
2017-12-13	1	1	0	0
2017-12-15	3	2	0	0
2017-12-18	2	1	0	0
2017-12-19	3	2	0	0
2017-12-21	3	3	0	0
2017-12-26	1	1	0	0
2017-12-28	2	1	0	0
2017-12-29	1	1	0	0
2017-12-30	4	2	0	0
2018-01-05	9	2	0	0
2018-01-06	1	1	0	0
2018-01-07	1	1	0	0
2018-01-09	1	1	0	0
2018-01-10	1	1	0	0
2018-01-11	6	2	0	0
2018-01-12	1	1	0	0
2018-01-15	2	2	0	0
2018-01-16	3	3	0	0
2018-01-17	2	1	0	0
2018-01-18	1	1	0	0
2018-01-19	4	3	0	0
2018-01-22	1	1	0	0
2018-01-23	7	3	0	0
2018-01-24	4	4	0	0
2018-01-25	4	3	0	0
2018-01-26	1	1	1	1
2018-04-21	1	1	0	0
2018-04-23	4	3	0	0
2018-04-25	1	1	0	0
2018-04-26	3	2	0	0
2018-04-27	1	1	0	0
2018-04-29	1	1	0	0
2018-04-30	2	2	0	0
2018-05-02	1	1	0	0
2018-05-03	1	1	0	0
2018-05-04	4	4	0	0
2018-05-05	2	2	0	0
2018-05-07	2	2	0	0
2018-05-08	1	1	0	0
2018-05-09	1	1	0	0
2018-05-11	2	1	0	0
2018-05-15	1	1	0	0
2018-05-17	1	1	0	0
2018-05-20	1	1	0	0
2018-05-23	1	1	0	0
2018-05-24	2	1	0	0
2018-05-25	2	2	0	0
2018-05-28	1	1	0	0
2018-05-30	3	2	0	0
2018-05-31	1	1	0	0
2018-06-02	4	1	0	0
2018-06-03	2	1	0	0
2018-06-05	2	1	0	0
2018-06-06	3	1	0	0
2018-06-07	1	1	0	0
2018-06-11	3	2	0	0
2018-06-12	1	1	0	0
2018-06-14	1	1	0	0
2018-06-15	1	1	0	0
2018-06-17	1	1	0	0
2018-06-18	1	1	0	0
2018-06-19	1	1	0	0
2018-06-20	1	1	0	0
2018-06-22	2	1	0	0
2018-06-23	1	1	0	0
2018-06-24	1	1	0	0
2018-06-26	1	1	0	0
2018-06-28	1	1	0	0
2018-06-29	1	1	0	0
2018-06-30	1	1	0	0
2018-07-02	2	2	0	0
2018-07-03	1	1	0	0
2018-07-07	1	1	0	0
2018-07-10	1	1	0	0
2018-07-12	1	1	0	0
2018-07-13	2	1	0	0
2018-07-16	1	1	0	0
2018-07-17	1	1	0	0
2018-07-19	0	0	1	1
2018-07-23	2	1	0	0
2018-07-26	4	1	0	0
2018-07-27	2	1	0	0
2018-07-28	1	1	0	0
2018-07-30	1	1	0	0
2018-08-05	1	1	0	0
2018-08-08	10	2	1	1
2018-08-16	2	2	0	0
2018-08-18	0	0	1	1
2018-08-20	1	1	0	0
2018-08-22	2	1	0	0
2018-08-24	1	1	0	0
2018-08-30	1	1	0	0
2018-09-03	1	1	0	0
2018-09-05	12	2	0	0
2018-09-06	2	2	0	0
2018-09-07	1	1	0	0
2018-09-10	2	2	0	0
2018-09-17	0	0	0	0
