Date	View_count	View_unique	Clone_count	Clone_unique
2017-09-22	4	4	0	0
2017-09-23	2	2	0	0
2017-09-24	5	3	0	0
2017-09-25	10	8	0	0
2017-09-26	8	8	0	0
2017-09-27	2	2	0	0
2017-09-28	4	2	0	0
2017-09-29	2	1	0	0
2017-10-02	10	6	0	0
2017-10-03	8	3	0	0
2017-10-04	1	1	1	1
2017-10-05	4	3	0	0
2017-10-06	3	2	0	0
2017-10-07	1	1	0	0
2017-10-09	12	6	0	0
2017-10-10	3	1	0	0
2017-10-11	4	3	0	0
2017-10-12	9	6	0	0
2017-10-13	1	1	0	0
2017-10-16	4	4	0	0
2017-10-18	4	2	0	0
2017-10-19	2	2	0	0
2017-10-20	11	3	0	0
2017-10-21	3	1	0	0
2017-10-22	5	4	0	0
2017-10-23	6	4	0	0
2017-10-24	8	6	0	0
2017-10-26	9	5	0	0
2017-10-27	6	2	0	0
2017-10-28	3	2	0	0
2017-10-29	2	2	0	0
2017-10-30	2	2	0	0
2017-10-31	1	1	0	0
2017-11-01	3	3	0	0
2017-11-02	5	4	0	0
2017-11-03	4	3	0	0
2017-11-04	3	3	0	0
2017-11-05	19	10	0	0
2017-11-06	10	3	0	0
2017-11-07	7	5	0	0
2017-11-08	4	4	0	0
2017-11-09	1	1	0	0
2017-11-10	8	3	0	0
2017-11-11	4	2	0	0
2017-11-12	1	1	0	0
2017-11-13	12	9	1	1
2017-11-14	6	2	0	0
2017-11-15	10	7	0	0
2017-11-16	18	10	0	0
2017-11-17	13	9	0	0
2017-11-18	3	3	0	0
2017-11-19	5	3	0	0
2017-11-20	8	4	0	0
2017-11-21	1	1	0	0
2017-11-22	7	5	0	0
2017-11-23	3	2	0	0
2017-11-24	6	3	0	0
2017-11-25	4	4	0	0
2017-11-26	9	3	0	0
2017-11-27	2	2	0	0
2017-11-28	1	1	0	0
2017-11-29	4	4	0	0
2017-11-30	13	6	2	2
2017-12-01	7	5	0	0
2017-12-02	1	1	0	0
2017-12-04	7	6	0	0
2017-12-05	2	2	0	0
2017-12-06	4	3	0	0
2017-12-07	10	9	0	0
2017-12-08	9	6	0	0
2017-12-09	6	3	0	0
2017-12-10	4	2	0	0
2017-12-11	3	3	0	0
2017-12-12	10	5	0	0
2017-12-13	7	4	0	0
2017-12-14	5	4	0	0
2017-12-15	12	7	0	0
2017-12-16	1	1	0	0
2017-12-17	7	4	0	0
2017-12-18	21	11	0	0
2017-12-19	2	2	0	0
2017-12-20	11	8	0	0
2017-12-21	10	6	0	0
2017-12-22	1	1	0	0
2017-12-24	1	1	0	0
2017-12-25	1	1	0	0
2017-12-27	3	3	0	0
2017-12-28	2	2	0	0
2017-12-29	3	3	0	0
2017-12-30	3	3	0	0
2017-12-31	1	1	0	0
2018-01-02	2	2	0	0
2018-01-03	2	1	0	0
2018-01-04	1	1	0	0
2018-01-05	1	1	0	0
2018-01-07	1	1	0	0
2018-01-08	1	1	0	0
2018-01-09	12	3	0	0
2018-01-10	1	1	0	0
2018-01-11	1	1	0	0
2018-01-12	11	6	0	0
2018-01-13	7	7	1	1
2018-01-14	5	4	0	0
2018-01-15	17	12	0	0
2018-01-16	20	12	0	0
2018-01-17	6	6	0	0
2018-01-18	29	20	0	0
2018-01-19	28	19	0	0
2018-01-20	5	4	0	0
2018-01-21	4	4	0	0
2018-01-22	15	9	0	0
2018-01-23	24	11	0	0
2018-01-24	6	6	1	1
2018-01-25	15	9	0	0
2018-04-20	16	8	0	0
2018-04-21	4	1	0	0
2018-04-22	2	2	0	0
2018-04-23	11	8	0	0
2018-04-24	10	10	0	0
2018-04-25	11	7	0	0
2018-04-26	17	13	0	0
2018-04-27	24	20	0	0
2018-04-28	12	8	0	0
2018-04-29	7	7	0	0
2018-04-30	20	16	0	0
2018-05-01	5	5	0	0
2018-05-02	14	11	0	0
2018-05-03	4	1	0	0
2018-05-04	32	16	0	0
2018-05-05	11	8	0	0
2018-05-06	6	6	0	0
2018-05-07	6	3	0	0
2018-05-08	6	6	1	1
2018-05-09	4	4	0	0
2018-05-10	34	28	0	0
2018-05-11	27	18	0	0
2018-05-12	4	4	0	0
2018-05-13	2	2	0	0
2018-05-14	2	1	0	0
2018-05-15	59	18	1	1
2018-05-16	22	16	0	0
2018-05-17	10	8	0	0
2018-05-18	13	1	0	0
2018-05-19	2	2	0	0
2018-05-20	18	10	0	0
2018-05-21	24	11	0	0
2018-05-22	5	4	0	0
2018-05-23	18	14	0	0
2018-05-24	2	2	0	0
2018-05-25	4	3	0	0
2018-05-26	2	2	0	0
2018-05-27	242	186	2	2
2018-05-28	25	19	0	0
2018-05-29	10	6	0	0
2018-05-30	1	1	0	0
2018-05-31	6	3	0	0
2018-06-01	2	1	0	0
2018-06-02	20	12	1	1
2018-06-03	62	9	0	0
2018-06-04	4	4	0	0
2018-06-05	12	5	0	0
2018-06-06	17	12	0	0
2018-06-07	16	4	0	0
2018-06-08	9	7	0	0
2018-06-09	6	4	0	0
2018-06-10	1	1	0	0
2018-06-11	19	13	0	0
2018-06-12	11	6	0	0
2018-06-13	10	7	1	1
2018-06-14	2	2	0	0
2018-06-15	1	1	0	0
2018-06-16	9	8	0	0
2018-06-17	1	1	0	0
2018-06-18	21	13	0	0
2018-06-19	1	1	0	0
2018-06-20	25	17	0	0
2018-06-21	7	7	0	0
2018-06-22	13	11	0	0
2018-06-23	5	3	0	0
2018-06-24	7	6	0	0
2018-06-25	4	3	0	0
2018-06-26	22	16	0	0
2018-06-27	54	21	0	0
2018-06-28	12	10	0	0
2018-06-29	23	12	1	1
2018-06-30	10	7	0	0
2018-07-01	6	5	0	0
2018-07-02	1	1	0	0
2018-07-03	3	3	0	0
2018-07-04	3	3	0	0
2018-07-05	15	13	1	1
2018-07-06	5	4	0	0
2018-07-07	12	5	0	0
2018-07-08	4	3	0	0
2018-07-09	2	1	0	0
2018-07-10	7	3	0	0
2018-07-11	13	10	0	0
2018-07-12	12	10	0	0
2018-07-13	8	6	0	0
2018-07-14	2	2	0	0
2018-07-15	14	9	1	1
2018-07-16	2	1	0	0
2018-07-17	1	1	0	0
2018-07-18	13	6	0	0
2018-07-19	5	3	0	0
2018-07-20	5	3	0	0
2018-07-21	12	8	0	0
2018-07-22	1	1	0	0
2018-07-23	1	1	0	0
2018-07-24	5	3	0	0
2018-07-25	2	2	0	0
2018-07-26	2	1	0	0
2018-07-27	2	2	0	0
2018-07-28	2	2	0	0
2018-07-29	3	3	0	0
2018-07-30	26	19	0	0
2018-07-31	25	15	1	1
2018-08-01	24	14	0	0
2018-08-02	9	6	0	0
2018-08-03	3	3	0	0
2018-08-04	4	4	0	0
2018-08-05	15	8	0	0
2018-08-06	8	6	0	0
2018-08-07	20	13	1	1
2018-08-08	21	6	1	1
2018-08-09	14	13	0	0
2018-08-10	23	11	0	0
2018-08-11	13	4	0	0
2018-08-12	4	3	0	0
2018-08-13	16	5	1	1
2018-08-14	10	8	0	0
2018-08-15	17	11	0	0
2018-08-16	15	11	0	0
2018-08-17	8	6	0	0
2018-08-18	3	3	0	0
2018-08-19	7	7	0	0
2018-08-20	18	9	0	0
2018-08-21	20	8	0	0
2018-08-22	10	8	0	0
2018-08-23	10	9	0	0
2018-08-24	7	7	0	0
2018-08-25	9	3	1	1
2018-08-26	13	9	0	0
2018-08-27	9	9	0	0
2018-08-28	23	17	0	0
2018-08-29	5	5	0	0
2018-08-30	21	12	0	0
2018-08-31	12	11	0	0
2018-09-01	7	7	0	0
2018-09-02	4	3	0	0
2018-09-03	13	9	1	1
2018-09-04	30	14	0	0
2018-09-05	26	21	0	0
2018-09-06	36	23	0	0
2018-09-07	23	12	0	0
2018-09-08	8	6	0	0
2018-09-09	18	8	0	0
2018-09-10	20	12	0	0
2018-09-11	16	14	1	1
2018-09-12	16	12	0	0
2018-09-13	34	20	0	0
2018-09-14	20	10	0	0
2018-09-15	9	4	0	0
2018-09-16	10	4	0	0
2018-09-17	24	7	1	1
2018-09-18	9	8	0	0
2018-09-19	9	9	0	0
2018-09-20	32	11	0	0
2018-09-21	23	11	1	1
2018-09-22	3	2	0	0
2018-09-23	13	4	3	2
2018-09-24	7	4	0	0
2018-09-25	14	10	0	0
2018-09-26	14	13	0	0
2018-09-27	16	12	0	0
2018-09-28	13	8	0	0
2018-09-29	7	6	0	0
2018-09-30	11	5	0	0
2018-10-01	8	5	0	0
2018-10-02	15	12	0	0
2018-10-03	31	14	0	0
2018-10-04	21	12	0	0
2018-10-05	9	6	0	0
2018-10-06	4	4	0	0
2018-10-07	6	5	2	2
2018-10-08	5	4	0	0
2018-10-09	22	12	1	1
2018-10-10	16	8	0	0
2018-10-11	25	16	0	0
2018-10-12	19	11	0	0
2018-10-13	5	5	0	0
2018-10-14	12	8	0	0
2018-10-15	6	3	0	0
2018-10-16	27	11	0	0
2018-10-17	28	9	0	0
2018-10-18	22	11	0	0
2018-10-19	13	9	0	0
2018-10-20	9	6	0	0
2018-10-21	6	3	0	0
2018-10-22	3	2	0	0
2018-10-23	9	9	0	0
2018-10-24	16	11	0	0
2018-10-25	13	7	0	0
2018-10-26	7	3	0	0
2018-10-27	15	5	0	0
2018-10-28	13	7	0	0
2018-10-29	6	6	0	0
2018-10-30	13	10	1	1
2018-10-31	13	11	1	1
2018-11-01	8	8	0	0
2018-11-02	46	15	1	1
2018-11-03	14	4	0	0
2018-11-04	3	2	0	0
2018-11-05	19	10	0	0
2018-11-06	9	7	1	1
2018-11-07	4	4	1	1
2018-11-08	19	9	0	0
2018-11-09	21	6	0	0
2018-11-10	6	5	0	0
2018-11-11	4	3	0	0
2018-11-12	20	10	1	1
2018-11-13	19	11	0	0
2018-11-14	48	23	0	0
2018-11-15	22	12	0	0
2018-11-16	12	7	0	0
2018-11-17	9	8	0	0
2018-11-18	13	8	0	0
2018-11-19	14	11	0	0
2018-11-20	28	21	0	0
2018-11-21	15	11	0	0
2018-11-22	14	7	0	0
2018-11-23	25	10	0	0
2018-11-24	13	8	0	0
2018-11-25	6	5	0	0
2018-11-26	21	12	0	0
2018-11-27	27	14	0	0
2018-11-28	20	11	0	0
2018-11-29	40	16	0	0
2018-11-30	28	15	0	0
2018-12-01	18	7	0	0
2018-12-02	17	8	0	0
2018-12-03	34	14	0	0
2018-12-04	17	10	0	0
2018-12-05	20	15	0	0
2018-12-06	15	10	0	0
2018-12-07	27	14	0	0
2018-12-08	12	8	0	0
2018-12-09	8	6	0	0
2018-12-10	13	9	0	0
2018-12-11	13	11	0	0
2018-12-12	14	10	0	0
2018-12-13	55	16	0	0
2018-12-14	15	8	0	0
2018-12-15	11	9	0	0
2018-12-16	10	6	0	0
2018-12-17	11	8	0	0
2018-12-18	20	11	0	0
2018-12-19	18	14	0	0
2018-12-20	13	10	0	0
2018-12-21	26	6	0	0
2018-12-22	6	5	0	0
2018-12-23	3	2	0	0
2018-12-24	15	1	0	0
2018-12-25	10	8	0	0
2018-12-26	2	2	0	0
2018-12-27	6	1	0	0
2018-12-28	7	2	0	0
2018-12-29	4	3	0	0
2018-12-30	3	3	0	0
2018-12-31	16	4	0	0
2019-01-01	5	5	0	0
2019-01-02	13	5	0	0
2019-01-03	15	6	0	0
2019-01-04	34	12	1	1
2019-01-05	10	2	1	1
2019-01-06	6	4	0	0
2019-01-07	3	3	0	0
2019-01-08	11	5	0	0
2019-01-09	14	8	1	1
2019-01-10	9	5	0	0
2019-01-11	23	10	0	0
2019-01-12	17	10	0	0
2019-01-13	12	2	0	0
2019-01-14	22	7	0	0
2019-01-15	23	10	1	1
2019-01-16	7	7	0	0
2019-01-17	11	9	1	1
2019-01-18	15	9	0	0
2019-01-19	3	3	0	0
2019-01-20	8	5	0	0
2019-01-21	15	14	0	0
2019-01-22	19	14	0	0
2019-01-23	13	7	0	0
2019-01-24	16	7	0	0
2019-01-25	15	13	0	0
2019-01-26	7	7	0	0
2019-01-27	3	3	0	0
2019-01-28	20	11	1	1
2019-01-29	15	11	0	0
2019-01-30	28	12	1	1
2019-01-31	32	13	0	0
2019-02-01	12	7	0	0
2019-02-02	10	8	0	0
2019-02-03	8	5	0	0
2019-02-04	5	4	0	0
2019-02-05	24	13	1	1
2019-02-06	7	7	1	1
2019-02-07	20	13	0	0
2019-02-08	15	10	0	0
2019-02-09	31	8	0	0
2019-02-10	4	4	0	0
2019-02-11	24	12	0	0
2019-02-12	15	10	0	0
2019-02-13	16	11	1	1
2019-02-14	12	10	0	0
2019-02-15	12	10	0	0
2019-02-16	2	2	0	0
2019-02-17	4	3	0	0
2019-02-18	6	5	0	0
2019-02-19	19	13	0	0
2019-02-20	16	8	0	0
2019-02-21	7	7	0	0
2019-02-22	8	6	1	1
2019-02-23	3	3	3	2
2019-02-24	3	3	0	0
2019-02-25	5	3	0	0
2019-02-26	13	11	0	0
2019-02-27	8	4	0	0
2019-02-28	17	8	1	1
2019-03-01	20	9	0	0
2019-03-02	14	5	0	0
2019-03-03	8	8	0	0
2019-03-04	9	7	0	0
2019-03-05	6	5	0	0
2019-03-06	15	10	0	0
2019-03-07	13	11	0	0
2019-03-08	511	370	1	1
2019-03-09	213	127	0	0
2019-03-10	41	23	0	0
2019-03-11	36	23	1	1
2019-03-12	57	33	0	0
2019-03-13	44	23	1	1
2019-03-14	50	24	0	0
2019-03-15	34	17	0	0
2019-03-16	6	6	0	0
2019-03-17	8	7	0	0
2019-03-18	13	10	0	0
2019-03-19	9	8	0	0
2019-03-20	34	13	0	0
2019-03-21	40	16	0	0
2019-03-22	18	16	0	0
2019-03-23	33	11	0	0
2019-03-24	23	12	0	0
2019-03-25	9	8	0	0
2019-03-26	20	16	0	0
2019-03-27	12	8	0	0
2019-03-28	22	9	1	1
2019-03-29	15	9	0	0
2019-03-30	6	5	0	0
2019-03-31	8	8	0	0
2019-04-01	8	7	0	0
2019-04-02	17	11	0	0
2019-04-03	23	16	0	0
2019-04-04	13	9	0	0
2019-04-05	30	12	0	0
2019-04-06	13	7	1	1
2019-04-07	11	10	0	0
2019-04-08	21	13	0	0
2019-04-09	15	15	0	0
2019-04-10	6	6	0	0
2019-04-11	5	5	1	1
2019-04-12	16	13	0	0
2019-04-13	11	5	0	0
2019-04-14	3	3	0	0
2019-04-15	13	7	0	0
2019-04-16	23	9	0	0
2019-04-17	6	6	0	0
2019-04-18	58	30	0	0
2019-04-19	16	11	0	0
2019-04-20	10	8	0	0
2019-04-21	16	6	0	0
2019-04-22	8	8	0	0
2019-04-23	25	10	0	0
2019-04-24	24	13	0	0
2019-04-25	22	12	2	2
2019-04-26	6	5	0	0
2019-04-27	8	5	0	0
2019-04-28	11	5	0	0
2019-04-29	8	7	0	0
2019-04-30	11	8	0	0
2019-05-01	9	8	0	0
2019-05-02	12	9	0	0
2019-05-03	13	8	0	0
2019-05-04	20	6	2	1
2019-05-05	13	5	0	0
2019-05-06	3	2	0	0
