Date	View_count	View_unique	Clone_count	Clone_unique
2018-12-21	1	1	0	0
2018-12-25	3	1	0	0
2018-12-31	1	1	0	0
2019-01-04	3	3	0	0
2019-01-08	3	2	1	1
2019-01-09	4	2	0	0
2019-01-10	1	1	0	0
2019-01-11	21	1	2	1
2019-01-12	1	1	0	0
2019-01-14	1	1	0	0
2019-01-17	0	0	1	1
2019-01-23	4	1	1	1
2019-01-24	0	0	1	1
2019-01-25	5	2	0	0
2019-01-26	6	2	0	0
2019-01-28	0	0	1	1
2019-01-29	1	1	0	0
2019-01-30	1	1	0	0
2019-01-31	9	2	1	1
2019-02-01	26	3	1	1
2019-02-04	2	1	0	0
2019-02-06	0	0	1	1
2019-02-07	3	1	0	0
2019-02-08	1	1	0	0
2019-02-10	1	1	0	0
2019-02-11	3	1	1	1
2019-02-14	6	3	0	0
2019-02-18	3	1	0	0
2019-02-19	8	3	2	2
2019-02-20	2	1	0	0
2019-02-21	8	3	0	0
2019-02-22	10	3	0	0
2019-02-23	11	4	0	0
2019-02-24	1	1	0	0
2019-03-01	5	3	0	0
2019-03-02	9	3	0	0
2019-03-03	2	2	0	0
2019-03-04	9	2	0	0
2019-03-05	2	2	0	0
2019-03-06	7	3	0	0
2019-03-07	2	2	0	0
2019-03-08	7	2	1	1
2019-03-09	1	1	0	0
2019-03-12	9	1	1	1
2019-03-14	12	3	0	0
2019-03-19	1	1	0	0
2019-03-20	12	3	0	0
2019-03-21	3	1	0	0
2019-03-22	3	2	0	0
2019-03-23	0	0	1	1
2019-03-27	7	2	0	0
2019-03-28	3	2	0	0
2019-03-30	0	0	1	1
2019-03-31	1	1	0	0
2019-04-01	5	1	0	0
2019-04-02	1	1	1	1
2019-04-03	1	1	0	0
2019-04-08	1	1	0	0
2019-04-09	1	1	0	0
2019-04-11	35	5	1	1
2019-04-12	7	3	2	2
2019-04-13	2	1	0	0
2019-04-15	5	5	0	0
2019-04-16	2	1	0	0
2019-04-17	18	4	0	0
2019-04-18	1	1	0	0
2019-04-19	2	2	0	0
2019-04-20	2	2	0	0
2019-04-22	0	0	1	1
2019-04-23	33	5	0	0
2019-04-24	1	1	0	0
2019-04-25	2	2	1	1
2019-04-26	3	2	0	0
2019-04-28	1	1	0	0
2019-04-30	1	1	0	0
2019-05-01	8	3	0	0
2019-05-02	26	2	0	0
2019-05-04	9	2	0	0
2019-05-08	1	1	0	0
2019-05-09	19	1	1	1
2019-05-13	5	3	0	0
2019-05-14	8	2	0	0
2019-05-15	11	3	0	0
2019-05-16	3	1	0	0
2019-05-17	15	3	1	1
2019-05-19	1	1	1	1
2019-05-20	4	1	0	0
2019-05-25	0	0	1	1
2019-05-26	1	1	0	0
2019-05-27	7	3	1	1
2019-05-28	0	0	1	1
2019-05-30	0	0	1	1
2019-05-31	6	1	0	0
2019-06-01	0	0	1	1
2019-06-02	0	0	1	1
2019-06-03	1	1	0	0
2019-06-06	8	2	0	0
2019-06-07	4	1	1	1
2019-06-08	1	1	0	0
2019-06-09	1	1	0	0
